Uid,Title,Author,Abstract,Title_CN,Abstract_CN,Link,Meeting,Complete,Locked,Select1,Select2
1704,Long-term Spatio-Temporal Forecasting via Dynamic Multiple-Graph Attention.,"Wei Shao, Zhiling Jin, Shuo Wang, Yufan Kang, Xiao Xiao, Hamid Menouar, Zhaofeng Zhang, Junshan Zhang, Flora Salim","Many real-world ubiquitous applications, such as parking recommendations and air pollution monitoring, benefit significantly from accurate long-term spatio-temporal forecasting (LSTF). LSTF makes use of long-term dependency between spatial and temporal domains, contextual information, and inherent pattern in the data. Recent studies have revealed the potential of multi-graph neural networks (MGNNs) to improve prediction performance. However, existing MGNN methods cannot be directly applied to LSTF due to several issues: the low level of generality, insufficient use of contextual information, and the imbalanced graph fusion approach. To address these issues, we construct new graph models to represent the contextual information of each node and the long-term spatio-temporal data dependency structure. To fuse the information across multiple graphs, we propose a new dynamic multi-graph fusion module to characterize the correlations of nodes within a graph and the nodes across graphs via the spatial attention and graph attention mechanisms. Furthermore, we introduce a trainable weight tensor to indicate the importance of each node in different graphs. Extensive experiments on two large-scale datasets demonstrate that our proposed approaches significantly improve the performance of existing graph neural network models in LSTF prediction tasks.",长期时空预测通过动态多圈的注意。,许多现实世界中普遍存在的应用程序，例如停车建议和空气污染监测，都能从准确的长期时空预测（LSTF）中受益匪浅。LSTF利用了空间和时间域，上下文信息和数据中固有模式之间的长期依赖性。最近的研究揭示了多画望神经网络（MGNN）提高预测性能的潜力。但是，由于几个问题，现有的MGNN方法不能直接应用于LSTF：一般性低，不充分使用上下文信息以及不平衡的图形融合方法。为了解决这些问题，我们构建了新的图形模型，以表示每个节点的上下文信息和长期时空数据依赖性结构。为了融合跨多个图形的信息，我们提出了一个新的动态多绘图融合模块，以通过空间注意力和图形注意机制来表征图中节点和跨图的节点的相关性。此外，我们引入了可训练的重量张量，以指示不同图中每个节点的重要性。在两个大规模数据集上进行的广泛实验表明，我们提出的方法显着改善了LSTF预测任务中现有图形神经网络模型的性能。,https://arxiv.org/abs/2204.11008,IJCAI,True,False,False,False
1705,GOCPT: Generalized Online Canonical Polyadic Tensor Factorization and Completion.,"Chaoqi Yang, Cheng Qian, Jimeng Sun","Low-rank tensor factorization or completion is well-studied and applied in various online settings, such as online tensor factorization (where the temporal mode grows) and online tensor completion (where incomplete slices arrive gradually). However, in many real-world settings, tensors may have more complex evolving patterns: (i) one or more modes can grow; (ii) missing entries may be filled; (iii) existing tensor elements can change. Existing methods cannot support such complex scenarios. To fill the gap, this paper proposes a Generalized Online Canonical Polyadic (CP) Tensor factorization and completion framework (named GOCPT) for this general setting, where we maintain the CP structure of such dynamic tensors during the evolution. We show that existing online tensor factorization and completion setups can be unified under the GOCPT framework. Furthermore, we propose a variant, named GOCPTE, to deal with cases where historical tensor elements are unavailable (e.g., privacy protection), which achieves similar fitness as GOCPT but with much less computational cost. Experimental results demonstrate that our GOCPT can improve fitness by up to 2:8% on the JHU Covid data and 9:2% on a proprietary patient claim dataset over baselines. Our variant GOCPTE shows up to 1:2% and 5:5% fitness improvement on two datasets with about 20% speedup compared to the best model.",GOCPT：广义在线规范的多核张量分解和完成。,低量张量分解或完成已进行了充分研究和应用于各种在线设置，例如在线张量分解（时间模式增长）和在线张量完成（其中不完整的切片逐渐到达）。但是，在许多现实世界中，张量可能具有更复杂的发展模式：（i）一种或多种模式可以增长；（ii）可能会填补缺失的条目；（iii）现有的张量元件可能会改变。现有方法不能支持这种复杂的方案。为了填补空白，本文提出了在这种一般环境中进行广义的在线规范多核（CP）张量分解和完成框架（名为GOCPT），在此过程中，我们在演变过程中维护了这种动态张量的CP结构。我们表明，在GOCPT框架下可以统一现有的在线张量分解和完成设置。此外，我们提出了一个名为Gocpte的变体，以应对不可用的历史张量元素（例如，隐私保护）的情况，该元件的适应性与Gocpt相似，但计算成本却降低了。实验结果表明，我们的GOCPT可以在JHU COVID数据上提高适应性多达2：8％，而专有患者的索赔数据集则可以提高9：2％。与最佳型号相比，我们的变体Gocpte在两个数据集上最多可提高1：2％和5：5％的健身性。,https://arxiv.org/abs/2205.03749,IJCAI,True,False,False,False
1706,DDDM: A Brain-Inspired Framework for Robust Classification.,"Xiyuan Chen, Xingyu Li, Yi Zhou, Tianming Yang","Despite their outstanding performance in a broad spectrum of real-world tasks, deep artificial neural networks are sensitive to input noises, particularly adversarial perturbations. On the contrary, human and animal brains are much less vulnerable. In contrast to the one-shot inference performed by most deep neural networks, the brain often solves decision-making with an evidence accumulation mechanism that may trade time for accuracy when facing noisy inputs. The mechanism is well described by the Drift-Diffusion Model (DDM). In the DDM, decision-making is modeled as a process in which noisy evidence is accumulated toward a threshold. Drawing inspiration from the DDM, we propose the Dropout-based Drift-Diffusion Model (DDDM) that combines test-phase dropout and the DDM for improving the robustness for arbitrary neural networks. The dropouts create temporally uncorrelated noises in the network that counter perturbations, while the evidence accumulation mechanism guarantees a reasonable decision accuracy. Neural networks enhanced with the DDDM tested in image, speech, and text classification tasks all significantly outperform their native counterparts, demonstrating the DDDM as a task-agnostic defense against adversarial attacks.",DDDM：用于智能分类的脑启发框架。,尽管在广泛的现实世界任务中表现出色，但深人造神经网络对输入噪声敏感，尤其是对抗性扰动。相反，人类和动物的大脑易受伤害。与大多数深层神经网络进行的单次推理相反，大脑经常通过证据积累机制解决决策，在面对嘈杂的输入时可能会以准确性交易。该机制由漂移扩散模型（DDM）很好地描述。在DDM中，决策被建模为一个过程，在该过程中，嘈杂的证据被积累到阈值。从DDM中汲取灵感，我们提出了基于辍学的漂移扩散模型（DDDM），该模型结合了测试相辍学和DDM，以改善任意神经网络的鲁棒性。辍学在网络中造成了反对扰动的时间无关的声音，而证据积累机制则保证了合理的决策准确性。神经网络通过在图像，语音和文本分类任务中测试的DDDM增强，这均大大优于其本地对应物，证明了DDDM是针对对抗攻击的任务无关紧要的防御。,https://arxiv.org/abs/2205.10117,IJCAI,True,False,False,False
1707,On Tracking Dialogue State by Inheriting Slot Values in Mentioned Slot Pools.,"Zhoujian Sun, Zhengxing Huang, Nai Ding","Dialogue state tracking (DST) is a component of the task-oriented dialogue system. It is responsible for extracting and managing slot values according to dialogue utterances, where each slot represents an essential part of the information to accomplish a task, and slot value is updated recurrently in each dialogue turn. However, many DST models cannot update slot values appropriately. These models may repeatedly inherit wrong slot values extracted in previous turns, resulting in the fail of the entire DST task.They cannot update indirectly mentioned slots well, either. This study designed a model with a mentioned slot pool (MSP) to tackle the update problem. The MSP is a slot-specific memory that records all mentioned slot values that may be inherited, and our model updates slot values according to the MSP and the dialogue context. Our model rejects inheriting the previous slot value when it predicates the value is wrong. Then, it re-extracts the slot value from the current dialogue context. As the contextual information accumulates with the dialogue progress, the new value is more likely to be correct. It also can track the indirectly mentioned slot by picking a value from the MSP. Experimental results showed our model reached state-of-the-art DST performance on MultiWOZ 2.1 and 2.2 datasets.",通过在上述插槽库中继承插槽值来跟踪对话状态。,对话状态跟踪（DST）是面向任务对话系统的组成部分。它负责根据对话说法提取和管理插槽值，在对话说法中，每个插槽代表完成任务的重要组成部分，并且在每个对话转弯时会反复更新插槽值。但是，许多DST模型无法适当更新插槽值。这些模型可能反复继承了上一轮中提取的错误的插槽值，从而导致整个DST任务的失败。它们也无法间接更新插槽。这项研究设计了一个具有上述老虎机（MSP）的模型，以解决更新问题。MSP是特定于插槽的内存，记录所有可能继承的插槽值，我们的模型根据MSP和对话上下文更新插槽值。我们的模型拒绝以前的插槽值谓词值是错误的。然后，它从当前的对话上下文中重新提取插槽值。随着上下文信息随着对话的进度积累，新值更可能是正确的。它还可以通过从MSP选择值来跟踪间接提到的插槽。实验结果表明，我们的模型达到了多沃兹2.1和2.2数据集的最先进的DST性能。,https://arxiv.org/abs/2202.07156,IJCAI,True,False,True,False
1708,Multi-Player Multi-Armed Bandits with Finite Shareable Resources Arms: Learning Algorithms & Applications.,"Xuchuang Wang, Hong Xie, John C. S. Lui","Multi-player multi-armed bandits (MMAB) study how decentralized players cooperatively play the same multi-armed bandit so as to maximize their total cumulative rewards. Existing MMAB models mostly assume when more than one player pulls the same arm, they either have a collision and obtain zero rewards, or have no collision and gain independent rewards, both of which are usually too restrictive in practical scenarios. In this paper, we propose an MMAB with shareable resources as an extension to the collision and non-collision settings. Each shareable arm has finite shareable resources and a ""per-load"" reward random variable, both of which are unknown to players. The reward from a shareable arm is equal to the ""per-load"" reward multiplied by the minimum between the number of players pulling the arm and the arm's maximal shareable resources. We consider two types of feedback: sharing demand information (SDI) and sharing demand awareness (SDA), each of which provides different signals of resource sharing. We design the DPE-SDI and SIC-SDA algorithms to address the shareable arm problem under these two cases of feedback respectively and prove that both algorithms have logarithmic regrets that are tight in the number of rounds. We conduct simulations to validate both algorithms' performance and show their utilities in wireless networking and edge computing.",具有有限共享资源武器的多武器匪徒：学习算法和应用程序。,多人多军强盗（MMAB）研究分散的玩家如何合作地演奏相同的多臂强盗，以最大程度地提高其总累积奖励。现有的MMAB模型主要假设当多个玩家拉上同一手臂时，他们要么有碰撞并获得零奖励，要么没有碰撞并获得独立的奖励，而在实际情况下，这两者通常都过于限制。在本文中，我们提出了一个具有可共享资源的MMAB，以扩展碰撞和非碰撞设置。每个可共享的臂都有有限共享资源和“每载”奖励随机变量，玩家都不知道。可共享的部门的奖励等于“每载”奖励乘以拉动手臂的球员数量和手臂最大共享资源之间的最小值。我们考虑两种反馈类型：共享需求信息（SDI）和共享需求意识（SDA），每种都提供了不同的资源共享信号。我们设计了DPE-SDI和SIC-SDA算法，分别在这两种反馈案例下解决了可共享的ARM问题，并证明这两种算法都具有对数的遗憾，这在巡回赛中很紧张。我们进行仿真以验证算法的性能并显示其在无线网络和边缘计算中的实用程序。,https://arxiv.org/abs/2204.13502,IJCAI,True,False,False,False
1709,Dite-HRNet: Dynamic Lightweight High-Resolution Network for Human Pose Estimation.,"Qun Li, Ziyi Zhang, Fu Xiao, Feng Zhang, Bir Bhanu","A high-resolution network exhibits remarkable capability in extracting multi-scale features for human pose estimation, but fails to capture long-range interactions between joints and has high computational complexity. To address these problems, we present a Dynamic lightweight High-Resolution Network (Dite-HRNet), which can efficiently extract multi-scale contextual information and model long-range spatial dependency for human pose estimation. Specifically, we propose two methods, dynamic split convolution and adaptive context modeling, and embed them into two novel lightweight blocks, which are named dynamic multi-scale context block and dynamic global context block. These two blocks, as the basic component units of our Dite-HRNet, are specially designed for the high-resolution networks to make full use of the parallel multi-resolution architecture. Experimental results show that the proposed network achieves superior performance on both COCO and MPII human pose estimation datasets, surpassing the state-of-the-art lightweight networks. Code is available at: \url{https://github.com/ZiyiZhang27/Dite-HRNet}.",Dite-HRNET：人体姿势估计的动态轻型高分辨率网络。,高分辨率网络在提取人姿势估计的多尺度特征方面具有显着的能力，但无法捕获关节之间的长距离相互作用，并且具有很高的计算复杂性。为了解决这些问题，我们提出了一个动态的轻质高分辨率网络（Dite-HRNET），该网络可以有效地提取多规模上下文信息，并模拟人体姿势估计的长距离空间依赖性。具体而言，我们提出了两种方法，即动态拆分卷积和自适应上下文建模，并将它们嵌入两个新颖的轻质块中，它们被命名为动态多尺度上下文块和动态全局上下文块。作为我们的Dite-HRNET的基本组件单元，这两个块是专门为高分辨率网络设计的，以充分利用并行的多分辨率体系结构。实验结果表明，所提出的网络在可可和MPII人类姿势估计数据集上均达到了卓越的性能，超过了最先进的轻量级网络。代码可在：\ url {https://github.com/ziyizhang27/dite-hrnet}中获得。,https://arxiv.org/abs/2204.10762,IJCAI,True,False,False,False
1710,Evolutionary Approach to Security Games with Signaling.,"Adam Żychowski, Jacek Mańdziuk, Elizabeth Bondi, Aravind Venugopal, Milind Tambe, Balaraman Ravindran","Green Security Games have become a popular way to model scenarios involving the protection of natural resources, such as wildlife. Sensors (e.g. drones equipped with cameras) have also begun to play a role in these scenarios by providing real-time information. Incorporating both human and sensor defender resources strategically is the subject of recent work on Security Games with Signaling (SGS). However, current methods to solve SGS do not scale well in terms of time or memory. We therefore propose a novel approach to SGS, which, for the first time in this domain, employs an Evolutionary Computation paradigm: EASGS. EASGS effectively searches the huge SGS solution space via suitable solution encoding in a chromosome and a specially-designed set of operators. The operators include three types of mutations, each focusing on a particular aspect of the SGS solution, optimized crossover and a local coverage improvement scheme (a memetic aspect of EASGS). We also introduce a new set of benchmark games, based on dense or locally-dense graphs that reflect real-world SGS settings. In the majority of 342 test game instances, EASGS outperforms state-of-the-art methods, including a reinforcement learning method, in terms of time scalability, nearly constant memory utilization, and quality of the returned defender's strategies (expected payoffs).",通过信号传导的安全游戏的进化方法。,绿色安全游戏已成为模拟涉及保护自然资源（例如野生动植物）的风景的流行方式。传感器（例如配备相机的无人机）也已经通过提供实时信息在这些情况下发挥作用。战略性地将人类和传感器辩护人资源纳入了信号（SGS）的最新安全游戏的主题。但是，解决SGS的当前方法在时间或内存方面不能很好地扩展。因此，我们提出了一种新颖的SGS方法，该方法在该领域首次采用了进化计算范式：EASGS。EASGS通过在染色体和专门设计的一组操作员中编码的合适解决方案有效地搜索了巨大的SGS解决方案空间。操作员包括三种类型的突变，每种突变都集中在SGS解决方案的特定方面，优化的交叉和局部覆盖改进方案（EASG的模因方面）。我们还基于反映现实世界中SGS设置的密集或本地密集的图表，推出了一套新的基准游戏。在大多数342个测试游戏实例中，EASGS优于最先进的方法，包括增强学习方法，在时间的可扩展性，几乎持续的内存利用以及返回的Defender策略的质量方面（预期的回报）。,https://arxiv.org/abs/2204.14173,IJCAI,True,False,False,False
1711,Anytime Capacity Expansion in Medical Residency Match by Monte Carlo Tree Search.,"Kenshi Abe, Junpei Komiyama, Atsushi Iwasaki","This paper considers the capacity expansion problem in two-sided matchings, where the policymaker is allowed to allocate some extra seats as well as the standard seats. In medical residency match, each hospital accepts a limited number of doctors. Such capacity constraints are typically given in advance. However, such exogenous constraints can compromise the welfare of the doctors; some popular hospitals inevitably dismiss some of their favorite doctors. Meanwhile, it is often the case that the hospitals are also benefited to accept a few extra doctors. To tackle the problem, we propose an anytime method that the upper confidence tree searches the space of capacity expansions, each of which has a resident-optimal stable assignment that the deferred acceptance method finds. Constructing a good search tree representation significantly boosts the performance of the proposed method. Our simulation shows that the proposed method identifies an almost optimal capacity expansion with a significantly smaller computational budget than exact methods based on mixed-integer programming.",任何时候通过Monte Carlo Tree Search在医疗居住地匹配中的容量扩展。,本文考虑了在双面比赛中的容量扩展问题，允许决策者分配一些额外的座位以及标准座位。在医疗居住比赛中，每家医院接受数量有限的医生。这种容量限制通常是事先给出的。但是，这种外源性约束会损害医生的福利。一些受欢迎的医院不可避免地会驳斥他们最喜欢的医生。同时，通常情况下，医院也受益于接受一些额外的医生。为了解决该问题，我们提出了一种任何时间置信树搜索容量扩展的空间，每个方法都有延期接受方法可以找到的居民最佳稳定分配。构建良好的搜索树表示可以显着提高所提出方法的性能。我们的仿真表明，所提出的方法比基于混合企业编程的精确方法确定了几乎最佳的能力扩展，其计算预算明显较小。,https://arxiv.org/abs/2202.06570,IJCAI,True,False,False,False
1712,"""Think Before You Speak"": Improving Multi-Action Dialog Policy by Planning Single-Action Dialogs.","Shuo Zhang, Junzhou Zhao, Pinghui Wang, Yu Li, Yi Huang, Junlan Feng","Multi-action dialog policy (MADP), which generates multiple atomic dialog actions per turn, has been widely applied in task-oriented dialog systems to provide expressive and efficient system responses. Existing MADP models usually imitate action combinations from the labeled multi-action dialog samples. Due to data limitations, they generalize poorly toward unseen dialog flows. While interactive learning and reinforcement learning algorithms can be applied to incorporate external data sources of real users and user simulators, they take significant manual effort to build and suffer from instability. To address these issues, we propose Planning Enhanced Dialog Policy (PEDP), a novel multi-task learning framework that learns single-action dialog dynamics to enhance multi-action prediction. Our PEDP method employs model-based planning for conceiving what to express before deciding the current response through simulating single-action dialogs. Experimental results on the MultiWOZ dataset demonstrate that our fully supervised learning-based method achieves a solid task success rate of 90.6%, improving 3% compared to the state-of-the-art methods.",“在说话之前思考”：通过计划单项对话框来改善多进攻对话策略。,每回合生成多个原子对话框操作的多动作对话框策略（MADP）已被广泛应用于以任务为导向的对话框系统，以提供表现力和高效的系统响应。现有的MADP模型通常模仿标记的多动对话框样本中的动作组合。由于数据限制，它们概括为看不见的对话框流动。虽然可以应用交互式学习和强化学习算法来合并真实用户和用户模拟器的外部数据源，但它们会付出大量的手动努力来构建和遭受不稳定性的折磨。为了解决这些问题，我们提出了计划增强对话策略（PEDP），这是一个新颖的多任务学习框架，可以学习单项对话框动力学以增强多进攻预测。我们的PEDP方法采用基于模型的计划来自我想象在通过模拟单一操作对话框决定当前响应之前表达的内容。多WOZ数据集的实验结果表明，我们完全监督的基于学习的方法达到了90.6％的稳定任务成功率，与最先进的方法相比提高了3％。,https://arxiv.org/abs/2204.11481,IJCAI,True,False,False,False
1713,Test-time Fourier Style Calibration for Domain Generalization.,"Xingchen Zhao, Chang Liu, Anthony Sicilia, Seong Jae Hwang, Yun Fu","The topic of generalizing machine learning models learned on a collection of source domains to unknown target domains is challenging. While many domain generalization (DG) methods have achieved promising results, they primarily rely on the source domains at train-time without manipulating the target domains at test-time. Thus, it is still possible that those methods can overfit to source domains and perform poorly on target domains. Driven by the observation that domains are strongly related to styles, we argue that reducing the gap between source and target styles can boost models' generalizability. To solve the dilemma of having no access to the target domain during training, we introduce Test-time Fourier Style Calibration (TF-Cal) for calibrating the target domain style on the fly during testing. To access styles, we utilize Fourier transformation to decompose features into amplitude (style) features and phase (semantic) features. Furthermore, we present an effective technique to Augment Amplitude Features (AAF) to complement TF-Cal. Extensive experiments on several popular DG benchmarks and a segmentation dataset for medical images demonstrate that our method outperforms state-of-the-art methods.",测试时间傅立叶样式校准用于域概括。,从源域收集到未知目标域的概括机器学习模型的主题是具有挑战性的。尽管许多域的概括（DG）方法已经取得了令人鼓舞的结果，但它们主要依赖于火车时间的源域，而无需在测试时操作目标域。因此，这些方法仍然有可能过度拟合到源域并在目标域上表现不佳。在观察到域与样式密切相关的观察过程中，我们认为减少源和目标样式之间的差距可以提高模型的通用性。为了解决训练期间无法访问目标域的困境，我们引入了测试时间傅立叶样式校准（TF-CAL），以在测试过程中校准目标域样式。为了访问样式，我们利用傅立叶变换将功能分解为振幅（样式）功能和相位（语义）功能。此外，我们提出了一种有效的技术来增强幅度特征（AAF）以补充TF-CAL。对几个流行的DG基准和医学图像的分割数据集进行了广泛的实验，这表明我们的方法表现优于最先进的方法。,https://arxiv.org/abs/2205.06427,IJCAI,True,False,False,False
1714,D-DPCC: Deep Dynamic Point Cloud Compression via 3D Motion Prediction.,"Tingyu Fan, Linyao Gao, Yiling Xu, Zhu Li, Dong Wang","The non-uniformly distributed nature of the 3D dynamic point cloud (DPC) brings significant challenges to its high-efficient inter-frame compression. This paper proposes a novel 3D sparse convolution-based Deep Dynamic Point Cloud Compression (D-DPCC) network to compensate and compress the DPC geometry with 3D motion estimation and motion compensation in the feature space. In the proposed D-DPCC network, we design a {\it Multi-scale Motion Fusion} (MMF) module to accurately estimate the 3D optical flow between the feature representations of adjacent point cloud frames. Specifically, we utilize a 3D sparse convolution-based encoder to obtain the latent representation for motion estimation in the feature space and introduce the proposed MMF module for fused 3D motion embedding. Besides, for motion compensation, we propose a 3D {\it Adaptively Weighted Interpolation} (3DAWI) algorithm with a penalty coefficient to adaptively decrease the impact of distant neighbors. We compress the motion embedding and the residual with a lossy autoencoder-based network. To our knowledge, this paper is the first work proposing an end-to-end deep dynamic point cloud compression framework. The experimental result shows that the proposed D-DPCC framework achieves an average 76\% BD-Rate (Bjontegaard Delta Rate) gains against state-of-the-art Video-based Point Cloud Compression (V-PCC) v13 in inter mode.",D-DPCC：通过3D运动预测进行深度动态点云压缩。,3D动态点云（DPC）的非均匀分布性质为其高效框架间压缩带来了重大挑战。本文提出了一个新型的3D稀疏卷积深度动态点云压缩（D-DPCC）网络，以补偿和压缩DPC几何形状，并在特征空间中使用3D运动估计和运动补偿。在提出的D-DPCC网络中，我们设计了一个{\ it多尺度运动融合}（MMF）模块，以准确估计相邻点云帧的特征表示之间的3D光流。具体而言，我们利用一个基于3D稀疏卷积的编码器来获取特征空间中运动估计的潜在表示，并引入了Fused 3D运动嵌入的建议的MMF模块。此外，对于运动补偿，我们提出了一个3D {\它自适应加权的插值}（3DAWI）算法，并具有惩罚系数，以适应降低遥远邻居的影响。我们通过基于自动编码器的网络来压缩运动嵌入和残差。据我们所知，本文是提出端到端深度动态点云压缩框架的第一本作品。实验结果表明，所提出的D-DPCC框架在以跨模式下的基于最新的基于视频的点云压缩（V-PCC）V13实现了平均76 \％BD率（Bjontegaard Delta速率）。,https://arxiv.org/abs/2205.01135,IJCAI,True,False,False,False
1715,An EF2X Allocation Protocol for Restricted Additive Valuations.,"Hannaneh Akrami, Rojin Rezvan, Masoud Seddighin","We study the problem of fairly allocating a set of $m$ indivisible goods to a set of $n$ agents. Envy-freeness up to any good (EFX) criteria -- which requires that no agent prefers the bundle of another agent after removal of any single good -- is known to be a remarkable analogous of envy-freeness when the resource is a set of indivisible goods. In this paper, we investigate EFX notion for the restricted additive valuations, that is, every good has some non-negative value, and every agent is interested in only some of the goods.   We introduce a natural relaxation of EFX called EFkX which requires that no agent envies another agent after removal of any $k$ goods. Our main contribution is an algorithm that finds a complete (i.e., no good is discarded) EF2X allocation for the restricted additive valuations. In our algorithm we devise new concepts, namely ""configuration"" and ""envy-elimination"" that might be of independent interest.   We also use our new tools to find an EFX allocation for restricted additive valuations that discards at most $\lfloor n/2 \rfloor -1$ goods. This improves the state of the art for the restricted additive valuations by a factor of $2$.",EF2X分配协议，用于限制添加剂估值。,我们研究了将一组$ M $不可分割的商品分配给一组$ n $代理商的问题。嫉妒的柔软性达到任何好处（EFX）标准 - 要求没有代理在删除任何单一商品后更喜欢另一个代理商的束 - 当资源是一组时，却是一个显着的嫉妒性。不可分割的商品。在本文中，我们调查了EFX概念的限制添加剂估值，即，每种商品都有一些非负值，每个代理商仅对某些商品感兴趣。我们引入了一种称为EFKX的EFX的自然放松，它要求没有代理在删除任何$ k $商品后羡慕其他代理商。我们的主要贡献是一种算法，该算法发现对受限添加估值的完整（即没有好处）EF2X分配。在我们的算法中，我们设计了新概念，即可能具有独立利益的“配置”和“嫉妒 - 淘汰”。我们还使用新工具来查找EFX分配，以限制添加估值，最多可丢弃$ \ lfloor n/2 \ rfloor -1 $商品。这将有限的添加剂估值提高了最高的$ 2 $。,https://arxiv.org/abs/2202.13676,IJCAI,True,False,False,False
1716,Non-Euclidean Self-Organizing Maps,Dorota Celińska-Kopczyńska Eryk Kopczyński,"Self-Organizing Maps (SOMs, Kohonen networks) belong to neural network models of the unsupervised class. In this paper, we present the generalized setup for non-Euclidean SOMs. Most data analysts take it for granted to use some subregions of a flat space as their data model; however, by the assumption that the underlying geometry is non-Euclidean we obtain a new degree of freedom for the techniques that translate the similarities into spatial neighborhood relationships. We improve the traditional SOM algorithm by introducing topology-related extensions. Our proposition can be successfully applied to dimension reduction, clustering or finding similarities in big data (both hierarchical and non-hierarchical).",非欧几里德自组织地图,自组织地图（SOMS，Kohonen网络）属于无监督类的神经网络模型。在本文中，我们介绍了非欧国人SOM的广义设置。大多数数据分析师都将其视为将平面空间的某些子区域作为其数据模型。但是，通过假设潜在的几何形状是非欧几里得人，我们获得了将相似性转化为空间邻里关系的技术的新自由度。我们通过引入与拓扑相关的扩展来改善传统的SOM算法。我们的命题可以成功地应用于缩小，聚类或在大数据（分层和非层次结构）中找到相似性。,https://arxiv.org/abs/2109.11769,IJCAI,True,False,False,False
1717,Voting in Two-Crossing Elections.,"Andrei Constantinescu, Roger Wattenhofer","We introduce two-crossing elections as a generalization of single-crossing elections, showing a number of new results. First, we show that two-crossing elections can be recognized in polynomial time, by reduction to the well-studied consecutive ones problem. We also conjecture that recognizing $k$-crossing elections is NP-complete in general, providing evidence by relating to a problem similar to consecutive ones proven to be hard in the literature. Single-crossing elections exhibit a transitive majority relation, from which many important results follow. On the other hand, we show that the classical Debord-McGarvey theorem can still be proven two-crossing, implying that any weighted majority tournament is inducible by a two-crossing election. This shows that many voting rules are NP-hard under two-crossing elections, including Kemeny and Slater. This is in contrast to the single-crossing case and outlines an important complexity boundary between single- and two-crossing. Subsequently, we show that for two-crossing elections the Young scores of all candidates can be computed in polynomial time, by formulating a totally unimodular linear program. Finally, we consider the Chamberlin-Courant rule with arbitrary disutilities and show that a winning committee can be computed in polynomial time, using an approach based on dynamic programming.",在两次交战的选举中投票。,我们引入了两次交叉选举，作为单跨选举的概括，显示了许多新的结果。首先，我们表明，通过减少了经过深入研究的连续问题，可以在多项式时间内认识到两次交叉选举。我们还猜想，认识到$ k $  - 交叉选举通常是NP的完整选举，通过与与连续的问题相似的问题相关的证据，这在文献中被证明是困难的。单跨选举表现出多数关系，从中得出许多重要的结果。另一方面，我们表明，古典的Debord-McGarvey定理仍然可以被证明是两面的，这意味着任何加权多数锦标赛都是通过两次交战的选举诱发的。这表明许多投票规则在包括凯门尼和斯莱特在内的两次选举下都是NP-Hard。这与单跨案例相反，并概述了单跨和两跨之间的重要复杂性边界。随后，我们表明，对于两次交叉选举，可以通过制定一个完全单模型的线性程序来在多项式时间内计算所有候选人的年轻分数。最后，我们考虑具有任意疾病的Chamberlin-Courant规则，并表明可以使用基于动态编程的方法在多项式时间内计算获胜委员会。,https://arxiv.org/abs/2205.00474,IJCAI,True,False,False,False
1718,Exchangeability-Aware Sum-Product Networks.,"Stefan Lüdtke, Christian Bartelt, Heiner Stuckenschmidt","Sum-Product Networks (SPNs) are expressive probabilistic models that provide exact, tractable inference. They achieve this efficiency by making used of local independence. On the other hand, mixtures of exchangeable variable models (MEVMs) are a class of tractable probabilistic models that make use of exchangeability of random variables to render inference tractable. Exchangeability, which arises naturally in systems consisting of multiple, interrelated entities, has not been considered for efficient representation and inference in SPNs yet. The contribution of this paper is a novel probabilistic model which we call Exchangeability-Aware Sum-Product Networks (XSPNs). It contains both SPNs and MEVMs as special cases, and combines the ability of SPNs to efficiently learn deep probabilistic models with the ability of MEVMs to efficiently handle exchangeable random variables. We also introduce a structure learning algorithm for XSPNs and empirically show that they can be more accurate and efficient than conventional SPNs when the data contains repeated, interchangeable parts.",交换性意识到的总产品网络。,总产品网络（SPN）是提供精确，可拖延推理的表达概率模型。他们通过使用当地独立性来实现这种效率。另一方面，可交换变量模型（MEVM）的混合物是一类可进行的概率模型，可利用随机变量的交换性来渲染推理。尚未考虑在由多个相互关联的实体组成的系统中产生的交换性，尚未被视为有效的SPN表示和推断。本文的贡献是一种新型的概率模型，我们称之为交换性意识到的求和产物网络（XSPNS）。它同时包含SPN和MEVM作为特殊情况，并结合了SPN有效地学习深层概率模型的能力以及MEVM有效处理可交换的随机变量的能力。我们还为XSPN引入了一种结构学习算法，并从经验上表明，当数据包含重复的，可互换的部分时，它们比常规SPN更准确，更有效。,https://arxiv.org/abs/2110.05165,IJCAI,True,False,False,False
